adc_id,adc_name,drug_status,antibody_name,antigen_id,antigen_name,payload_id,payload_name,payload_identity,payload_target,payload_mechanism,linker_name,activity_id,standard_type,is_potency_endpoint,relation,value_raw,value_numeric,units,is_molar_unit,cell_line,disease_model,source_url,source_html
DRG0IFKGK,Anti-KIT NEG086-SMCC-DM1,Investigative,Anti-KIT mAb NEG086,TAR0SDULL,Mast/stem cell growth factor receptor Kit (KIT),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008111,Half Maximal Inhibitory Concentration (IC50),1,=,0.43,0.43,nM,1,CVCL_7044,Gastrointestinal stromal tumor,https://adcdb.idrblab.net/data/adc/details/DRG0IFKGK,data/raw/adcdb_idrblab/adc_details/DRG0IFKGK.html
DRG0IFKGK,Anti-KIT NEG086-SMCC-DM1,Investigative,Anti-KIT mAb NEG086,TAR0SDULL,Mast/stem cell growth factor receptor Kit (KIT),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008131,Half Maximal Inhibitory Concentration (IC50),1,=,0.52,0.52,nM,1,CVCL_0614,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0IFKGK,data/raw/adcdb_idrblab/adc_details/DRG0IFKGK.html
DRG0IFKGK,Anti-KIT NEG086-SMCC-DM1,Investigative,Anti-KIT mAb NEG086,TAR0SDULL,Mast/stem cell growth factor receptor Kit (KIT),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008126,Half Maximal Inhibitory Concentration (IC50),1,=,0.83,0.83,nM,1,CVCL_1453,Lung small cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0IFKGK,data/raw/adcdb_idrblab/adc_details/DRG0IFKGK.html
DRG0IFKGK,Anti-KIT NEG086-SMCC-DM1,Investigative,Anti-KIT mAb NEG086,TAR0SDULL,Mast/stem cell growth factor receptor Kit (KIT),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008136,Half Maximal Inhibitory Concentration (IC50),1,=,4.22,4.22,nM,1,CVCL_0589,Myeloid leukemia with maturation,https://adcdb.idrblab.net/data/adc/details/DRG0IFKGK,data/raw/adcdb_idrblab/adc_details/DRG0IFKGK.html
DRG0IFKGK,Anti-KIT NEG086-SMCC-DM1,Investigative,Anti-KIT mAb NEG086,TAR0SDULL,Mast/stem cell growth factor receptor Kit (KIT),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008141,Half Maximal Inhibitory Concentration (IC50),1,=,16.92,16.92,nM,1,CVCL_0418,Breast adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0IFKGK,data/raw/adcdb_idrblab/adc_details/DRG0IFKGK.html
DRG0IWWAX,PD-L1 ADC 1,Investigative,Avelumab,TAR0SYQPS,Programmed cell death 1 ligand 1 (PD-L1),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Ala-PABC,ADCC002581,Half Maximal Inhibitory Concentration (IC50),1,=,265.3,265.3,nM,1,SK-MES-1 cells,Lung squamous cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0IWWAX,data/raw/adcdb_idrblab/adc_details/DRG0IWWAX.html
DRG0IWWAX,PD-L1 ADC 1,Investigative,Avelumab,TAR0SYQPS,Programmed cell death 1 ligand 1 (PD-L1),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Ala-PABC,ADCC002582,Half Maximal Inhibitory Concentration (IC50),1,>,> 663.08,663.08,nM,1,AsPC-1 cells,Pancreatic ductal adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0IWWAX,data/raw/adcdb_idrblab/adc_details/DRG0IWWAX.html
DRG0IWWAX,PD-L1 ADC 1,Investigative,Avelumab,TAR0SYQPS,Programmed cell death 1 ligand 1 (PD-L1),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Ala-PABC,ADCC002580,Half Maximal Inhibitory Concentration (IC50),1,>,> 663.08,663.08,nM,1,MDA-MB-231 cells,Breast adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0IWWAX,data/raw/adcdb_idrblab/adc_details/DRG0IWWAX.html
DRG0IWWAX,PD-L1 ADC 1,Investigative,Avelumab,TAR0SYQPS,Programmed cell death 1 ligand 1 (PD-L1),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Ala-PABC,ADCC002579,Half Maximal Inhibitory Concentration (IC50),1,>,> 663.08,663.08,nM,1,Calu-1 cells,Lung squamous cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0IWWAX,data/raw/adcdb_idrblab/adc_details/DRG0IWWAX.html
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,ADCC000739,Half Maximal Inhibitory Concentration (IC50),1,=,1.23,1.23,nM,1,22RV1 cells,Prostate carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,data/raw/adcdb_idrblab/adc_details/DRG0JBKMD.html
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,ADCC000738,Half Maximal Inhibitory Concentration (IC50),1,=,4.04,4.04,nM,1,DU145 cells,Prostate carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,data/raw/adcdb_idrblab/adc_details/DRG0JBKMD.html
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,ADCC000740,Half Maximal Inhibitory Concentration (IC50),1,=,140,140.0,nM,1,MSKCC EF1 cells,Prostate cancer,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,data/raw/adcdb_idrblab/adc_details/DRG0JBKMD.html
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,ADCC000741,Half Maximal Inhibitory Concentration (IC50),1,=,3.32,3.32,uM,1,NCI-H660 cells,Prostate small cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,data/raw/adcdb_idrblab/adc_details/DRG0JBKMD.html
DRG0JDEVM,Cet-DM1,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002314,Half Maximal Inhibitory Concentration (IC50),1,=,0.85,0.85,nM,1,HCC1954 T-DM1R (T-DM1 resistance) cells,Breast ductal carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JDEVM,data/raw/adcdb_idrblab/adc_details/DRG0JDEVM.html
DRG0JDEVM,Cet-DM1,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002313,Half Maximal Inhibitory Concentration (IC50),1,=,0.85,0.85,nM,1,HCC1954 T-DM1R (T-DM1 resistance) cells,Breast ductal carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JDEVM,data/raw/adcdb_idrblab/adc_details/DRG0JDEVM.html
DRG0JDEVM,Cet-DM1,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002312,Half Maximal Inhibitory Concentration (IC50),1,=,1.41,1.41,nM,1,HCC1954 cells,Breast ductal carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JDEVM,data/raw/adcdb_idrblab/adc_details/DRG0JDEVM.html
DRG0JDEVM,Cet-DM1,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002315,Half Maximal Inhibitory Concentration (IC50),1,=,3.52,3.52,nM,1,HCC1954 T-DM1R (T-DM1 resistance) cells,Breast ductal carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JDEVM,data/raw/adcdb_idrblab/adc_details/DRG0JDEVM.html
DRG0JDEVM,Cet-DM1,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002316,Half Maximal Inhibitory Concentration (IC50),1,=,7.68,7.68,nM,1,HCC1954 T-DM1R (T-DM1 resistance) cells,Breast ductal carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JDEVM,data/raw/adcdb_idrblab/adc_details/DRG0JDEVM.html
DRG0JEVIM,Disitamab vedotin,Approved in 2021,Hertuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Cit-PABC,ADCC000382,Half Maximal Inhibitory Concentration (IC50),1,=,4.91,4.91,ng/mL,0,SK-BR-3 cells,Breast adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JEVIM,data/raw/adcdb_idrblab/adc_details/DRG0JEVIM.html
DRG0JEVIM,Disitamab vedotin,Approved in 2021,Hertuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Cit-PABC,ADCC000384,Half Maximal Inhibitory Concentration (IC50),1,=,11.28,11.28,ng/mL,0,SK-OV-3 cells,Ovarian serous cystadenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JEVIM,data/raw/adcdb_idrblab/adc_details/DRG0JEVIM.html
DRG0JEVIM,Disitamab vedotin,Approved in 2021,Hertuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,Mc-Val-Cit-PABC,ADCC000383,Half Maximal Inhibitory Concentration (IC50),1,=,14.54,14.54,ng/mL,0,NCI-N87 cells,Gastric tubular adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0JEVIM,data/raw/adcdb_idrblab/adc_details/DRG0JEVIM.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004873,Half Maximal Inhibitory Concentration (IC50),1,=,20,20.0,pM,1,ML-2 cells,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004881,Half Maximal Inhibitory Concentration (IC50),1,=,30,30.0,pM,1,EoL-1 cells,Chronic eosinophilic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004879,Half Maximal Inhibitory Concentration (IC50),1,=,30,30.0,pM,1,MOLM-13 cells,Adult acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004875,Half Maximal Inhibitory Concentration (IC50),1,=,40,40.0,pM,1,SKNO-1 cells,Adult acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004872,Half Maximal Inhibitory Concentration (IC50),1,=,70,70.0,pM,1,MV4-11 cells,Childhood acute monocytic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004884,Half Maximal Inhibitory Concentration (IC50),1,=,90,90.0,pM,1,OCI-AML-1 cells,Adult acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004874,Half Maximal Inhibitory Concentration (IC50),1,=,90,90.0,pM,1,HL-60 cells,Adult acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004937,Half Maximal Inhibitory Concentration (IC50),1,=,0.1,0.1,nM,1,Kasumi-6 cells,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004936,Half Maximal Inhibitory Concentration (IC50),1,=,0.1,0.1,nM,1,AML-193 cells,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004878,Half Maximal Inhibitory Concentration (IC50),1,=,0.1,0.1,nM,1,OCI-AML-4 cells,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004925,Half Maximal Inhibitory Concentration (IC50),1,>,> 0.41,0.41,nM,1,KOPN-8 cells,Leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004914,Half Maximal Inhibitory Concentration (IC50),1,=,0.43,0.43,nM,1,MOLT-4 cells,Adult T acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004924,Half Maximal Inhibitory Concentration (IC50),1,=,0.45,0.45,nM,1,SKM-1 cells,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004882,Half Maximal Inhibitory Concentration (IC50),1,=,0.52,0.52,nM,1,HNT-34 cells,Acute myeloid leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004910,Half Maximal Inhibitory Concentration (IC50),1,=,0.56,0.56,nM,1,RS4 11 cells,Adult B acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004916,Half Maximal Inhibitory Concentration (IC50),1,=,0.58,0.58,nM,1,Reh cells,B acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004915,Half Maximal Inhibitory Concentration (IC50),1,=,1.47,1.47,nM,1,LC4-1 cells,B acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004920,Half Maximal Inhibitory Concentration (IC50),1,=,1.78,1.78,nM,1,SUP-B15 cells,B-lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004922,Half Maximal Inhibitory Concentration (IC50),1,=,2.57,2.57,nM,1,THP-1 cells,Childhood acute monocytic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004912,Half Maximal Inhibitory Concentration (IC50),1,=,2.92,2.92,nM,1,TALL-1 cells,T acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004917,Half Maximal Inhibitory Concentration (IC50),1,=,3.31,3.31,nM,1,LOUCY cells,Adult T acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004913,Half Maximal Inhibitory Concentration (IC50),1,=,8.02,8.02,nM,1,NALM-16 cells,Childhood B acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004918,Half Maximal Inhibitory Concentration (IC50),1,=,8.03,8.03,nM,1,ATN-1 cells,T acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004911,Half Maximal Inhibitory Concentration (IC50),1,=,8.56,8.56,nM,1,CCRF-CEM cells,T acute lymphoblastic leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004919,Half Maximal Inhibitory Concentration (IC50),1,=,8.61,8.61,nM,1,SUP-T1 cells,T lymphoblastic lymphoma,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004923,Half Maximal Inhibitory Concentration (IC50),1,=,8.91,8.91,nM,1,ARH-77 cells,Leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
DRG0JOHND,Gemtuzumab ozogamicin,"Approved in 2000 (withdrawn in 2010, approved again in 2017)",Gemtuzumab,TAR0OVWVF,Myeloid cell surface antigen CD33 (CD33),PAY0RZSDY,N-acetyl-gamma-calicheamicin,PAY0RZSDY,Human deoxyribonucleic acid (hDNA),DNA-damaging,AcButDMH,ADCC004921,Half Maximal Inhibitory Concentration (IC50),1,=,10.2,10.2,nM,1,Jurkat E6.1 cells,Leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0JOHND,data/raw/adcdb_idrblab/adc_details/DRG0JOHND.html
