path,relative_path,top_level,suffix,bytes,sha256,note
data/raw/adcdb_idrblab/adc_details/DRG0DYTOF.html,adcdb_idrblab/adc_details/DRG0DYTOF.html,adcdb_idrblab,.html,31327,e4d14b68ec962a7c0f26622cc216ef55ebb20e00476009d8e9ce08ce6b8a8401,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EANLL.html,adcdb_idrblab/adc_details/DRG0EANLL.html,adcdb_idrblab,.html,31327,2ba6ee5398b381fe0ffdc4bac9e5953ec767ce48cbc6bb300e65c4e7da009548,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EBYCR.html,adcdb_idrblab/adc_details/DRG0EBYCR.html,adcdb_idrblab,.html,38274,c9e717996efc139104f4a6685c884517a9e263c0a67cb447d1e639b8783bc959,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EFAMN.html,adcdb_idrblab/adc_details/DRG0EFAMN.html,adcdb_idrblab,.html,42657,517ebb6793432abb03aa34a10dfb53ebdaf622a87cad6a0e181a600c478886da,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EFLMW.html,adcdb_idrblab/adc_details/DRG0EFLMW.html,adcdb_idrblab,.html,32537,cf4faaf9292f3cc3880144dc120112745141fb43204f79b1760db24afae20325,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EGHSJ.html,adcdb_idrblab/adc_details/DRG0EGHSJ.html,adcdb_idrblab,.html,31556,01780d5eca108643c096ebbe65cc0742fef6a7ffb0f1df67c267799745f6d09e,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EJGRP.html,adcdb_idrblab/adc_details/DRG0EJGRP.html,adcdb_idrblab,.html,46467,7a39c03df5115a00c7dd0b590ce8821a2576ee58bbac4192e5ecf36c217aef86,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EKTUN.html,adcdb_idrblab/adc_details/DRG0EKTUN.html,adcdb_idrblab,.html,254382,c5a97da8754747534681aea56abf50274f084f050c7641be707b98df35ce75aa,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0ELYWP.html,adcdb_idrblab/adc_details/DRG0ELYWP.html,adcdb_idrblab,.html,403487,48c77f927e0873670eb0e46345187171d42025defe99af75e02dbec07dc9c07a,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0ENYXZ.html,adcdb_idrblab/adc_details/DRG0ENYXZ.html,adcdb_idrblab,.html,27736,9781a30a6ff81d3fa58df2e3f20d8781f4cf74cec3094f32097c6cc63e46f357,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EPHMC.html,adcdb_idrblab/adc_details/DRG0EPHMC.html,adcdb_idrblab,.html,399073,88d647ea0df0321ee21fc6ce7603bfe4f0f6d1ee087744bfd3bf7baa093e7903,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EPORB.html,adcdb_idrblab/adc_details/DRG0EPORB.html,adcdb_idrblab,.html,108004,844e4327c1453ed51efd93427a8d49259bf4dfcd1a16891257176435c9306800,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0ERKBH.html,adcdb_idrblab/adc_details/DRG0ERKBH.html,adcdb_idrblab,.html,443085,35cfe9c5069373109b7bd11a5e49adc3775b0a6c44132c8ca6513b2ca0c17b1d,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0ETXYY.html,adcdb_idrblab/adc_details/DRG0ETXYY.html,adcdb_idrblab,.html,31326,f4ed3a78c72e4ea3819e18a579298ce3a21769f84f78c5bf2b056b804432096c,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EUFBI.html,adcdb_idrblab/adc_details/DRG0EUFBI.html,adcdb_idrblab,.html,31580,d3bdf1aef37d97c03728f48ca4aa51e4111a679e5967b28d00ea378be66cc0bf,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EVIRB.html,adcdb_idrblab/adc_details/DRG0EVIRB.html,adcdb_idrblab,.html,41464,4b11f75843d793cc54b2a9f9b8c07cf43c830a7363b26454eb11f3c2fe6bcc4b,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0EWQKX.html,adcdb_idrblab/adc_details/DRG0EWQKX.html,adcdb_idrblab,.html,82775,b5068c5ea9772901ab799fe494fc9a7148b7712df94a0a7b71ddec9d1816e93b,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
